Date_Reported,Time_Committed,Weather_Conditions,Barangay,Address,Type_of_Place,VTA_Category,Victim_Killed,Victim_Injured,Victim_Unharmed,Main_Cause,Details_of_Main_Cause,Case_Status,Road_Conditions,Day_Period,Traffic_Volume
5/8/2019,12:00:00 PM,clear,MRR-QUEEN OF PEACE,"Barangay MRR-QUEEN OF PEACE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),dry,Afternoon,375
5/13/2019,8:45:00 AM,foggy,PACDAL,"Barangay PACDAL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),damp,Morning,623
5/10/2019,4:02:00 PM,rainy,GIBRALTAR,"Barangay GIBRALTAR, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),wet,Afternoon,997
5/10/2019,7:00:00 PM,clear,DIZON SUBDIVISION,"Barangay DIZON SUBDIVISION, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,No,Human Error,Inattention,SOLVED (FILED-ARRESTED),dry,Evening,874
5/10/2019,3:00:00 PM,rainy,SANTO TOMAS PROPER,"Barangay SANTO TOMAS PROPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),wet,Afternoon,910
5/10/2019,7:20:00 AM,foggy,SAN ROQUE VILLAGE,"Barangay SAN ROQUE VILLAGE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),damp,Morning,977
5/11/2019,7:30:00 PM,clear,ENGINEERS' HILL,"Barangay ENGINEERS' HILL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),dry,Evening,516
5/11/2019,7:23:00 PM,clear,GIBRALTAR,"Barangay GIBRALTAR, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),dry,Evening,19
5/13/2019,1:00:00 PM,foggy,HAPPY HOLLOW,"Barangay HAPPY HOLLOW, Baguio City, Benguet, Philippines",Parking Area ,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Illegal Overtaking,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),damp,Afternoon,295
5/15/2019,7:30:00 AM,rainy,FAIRVIEW VILLAGE,"Barangay FAIRVIEW VILLAGE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),wet,Morning,563
5/14/2019,6:00:00 PM,clear,CABINET HILL-TEACHER'S CAMP,"Barangay CABINET HILL-TEACHER'S CAMP, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),dry,Evening,391
5/14/2019,6:45:00 PM,rainy,CABINET HILL-TEACHER'S CAMP,"Barangay CABINET HILL-TEACHER'S CAMP, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),wet,Evening,442
5/15/2019,11:00:00 AM,foggy,SCOUT BARRIO,"Barangay SCOUT BARRIO, Baguio City, Benguet, Philippines",Parking Area ,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),damp,Morning,45
5/15/2019,3:30:00 PM,clear,QUEZON HILL PROPER,"Barangay QUEZON HILL PROPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),dry,Afternoon,706
5/16/2019,2:45:00 PM,clear,CABINET HILL-TEACHER'S CAMP,"Barangay CABINET HILL-TEACHER'S CAMP, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),dry,Afternoon,375
5/16/2019,1:50:00 PM,foggy,BAKAKENG CENTRAL,"Barangay BAKAKENG CENTRAL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),damp,Afternoon,703
5/16/2019,1:40:00 PM,rainy,SAN LUIS VILLAGE,"Barangay SAN LUIS VILLAGE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),wet,Afternoon,81
5/18/2019,11:00:00 AM,clear,CABINET HILL-TEACHER'S CAMP,"Barangay CABINET HILL-TEACHER'S CAMP, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),dry,Morning,341
5/19/2019,10:00:00 PM,rainy,SANTO TOMAS PROPER,"Barangay SANTO TOMAS PROPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),wet,Evening,553
5/18/2019,9:43:00 PM,foggy,SAN LUIS VILLAGE,"Barangay SAN LUIS VILLAGE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Human Error,Illegal Overtaking,SOLVED (AMICABLY SETTLED),damp,Evening,178
5/18/2019,9:43:00 PM,clear,SAN LUIS VILLAGE,"Barangay SAN LUIS VILLAGE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,Yes,No,Human Error,Speeding,SOLVED (AMICABLY SETTLED),dry,Evening,673
5/18/2019,10:00:00 AM,clear,SAN LUIS VILLAGE,"Barangay SAN LUIS VILLAGE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),dry,Morning,189
5/19/2019,6:00:00 PM,foggy,CABINET HILL-TEACHER'S CAMP,"Barangay CABINET HILL-TEACHER'S CAMP, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),damp,Evening,136
5/19/2019,11:00:00 PM,rainy,BAKAKENG NORTE/SUR,"Barangay BAKAKENG NORTE/SUR, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Evening,201
5/19/2019,8:52:00 AM,clear,SAN LUIS VILLAGE,"Barangay SAN LUIS VILLAGE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Human Error,Speeding,SOLVED (AMICABLY SETTLED),dry,Morning,799
5/19/2019,8:52:00 AM,rainy,SAN LUIS VILLAGE,"Barangay SAN LUIS VILLAGE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,Yes,No,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),wet,Morning,248
5/20/2019,11:45:00 AM,foggy,ST. JOSEPH (NAVY BASE),"Barangay ST. JOSEPH (NAVY BASE), Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Construction Without Warning Signs,SOLVED (AMICABLY SETTLED),damp,Morning,232
5/21/2019,1:35:00 PM,clear,SCOUT BARRIO,"Barangay SCOUT BARRIO, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),dry,Afternoon,897
5/22/2019,7:30:00 AM,clear,BURNHAM-LEGARDA,"Barangay BURNHAM-LEGARDA, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),dry,Morning,958
5/21/2019,1:00:00 PM,foggy,QUEZON HILL UPPER,"Barangay QUEZON HILL UPPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),damp,Afternoon,385
5/28/2019,2:50:00 PM,rainy,FORT DEL PILAR,"Barangay FORT DEL PILAR, Baguio City, Benguet, Philippines",Parking Area ,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),wet,Afternoon,610
5/22/2019,6:00:00 PM,clear,CAMP 7,"Barangay CAMP 7, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),dry,Evening,919
5/24/2019,10:00:00 AM,rainy,SANTO TOMAS PROPER,"Barangay SANTO TOMAS PROPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),wet,Morning,308
5/22/2019,8:00:00 PM,foggy,CAMPO FILIPINO,"Barangay CAMPO FILIPINO, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),damp,Evening,333
5/23/2019,9:00:00 PM,clear,CAMP 7,"Barangay CAMP 7, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Environmental,Fallen Tree on Road,SOLVED (FILED-ARRESTED),dry,Evening,387
5/23/2019,7:00:00 PM,clear,DOMINICAN MIRADOR HILL,"Barangay DOMINICAN MIRADOR HILL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),dry,Evening,176
5/23/2019,7:20:00 PM,foggy,MRR-QUEEN OF PEACE,"Barangay MRR-QUEEN OF PEACE, Baguio City, Benguet, Philippines",Commercial/Business Establishment,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),damp,Evening,25
5/24/2019,7:40:00 PM,rainy,MANUEL A. ROXAS,"Barangay MANUEL A. ROXAS, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),wet,Evening,504
5/24/2019,2:00:00 PM,clear,BAKAKENG CENTRAL,"Barangay BAKAKENG CENTRAL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),dry,Afternoon,216
5/25/2019,10:10:00 PM,rainy,LOAKAN PROPER,"Barangay LOAKAN PROPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),wet,Evening,582
5/25/2019,11:30:00 PM,foggy,BAKAKENG NORTE/SUR,"Barangay BAKAKENG NORTE/SUR, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),damp,Evening,682
5/26/2019,8:30:00 PM,rainy,COUNTRY CLUB VILLAGE,"Barangay COUNTRY CLUB VILLAGE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Evening,163
5/26/2019,3:30:00 PM,clear,CABINET HILL-TEACHER'S CAMP,"Barangay CABINET HILL-TEACHER'S CAMP, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),dry,Afternoon,132
5/26/2019,8:15:00 PM,foggy,QUEZON HILL PROPER,"Barangay QUEZON HILL PROPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),damp,Evening,926
5/27/2019,7:30:00 PM,rainy,OUTLOOK DRIVE,"Barangay OUTLOOK DRIVE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),wet,Evening,499
5/27/2019,6:00:00 PM,clear,BAKAKENG CENTRAL,"Barangay BAKAKENG CENTRAL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),dry,Evening,173
5/28/2019,2:00:00 PM,rainy,CABINET HILL-TEACHER'S CAMP,"Barangay CABINET HILL-TEACHER'S CAMP, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (FILED-ARRESTED),wet,Afternoon,673
5/28/2019,1:20:00 PM,foggy,PACDAL,"Barangay PACDAL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),damp,Afternoon,44
5/30/2019,3:00:00 PM,clear,MANUEL A. ROXAS,"Barangay MANUEL A. ROXAS, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Illegal Overtaking,SOLVED (AMICABLY SETTLED),dry,Afternoon,733
5/31/2019,8:40:00 PM,clear,ASIN ROAD,"Barangay ASIN ROAD, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),dry,Evening,121
6/3/2019,12:00:00 PM,foggy,"MAGSAYSAY, LOWER","Barangay MAGSAYSAY, LOWER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Construction Without Warning Signs,SOLVED (AMICABLY SETTLED),damp,Afternoon,623
6/3/2019,8:20:00 AM,rainy,IMELDA BARANGAY,"Barangay IMELDA BARANGAY, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),wet,Morning,711
6/1/2019,10:00:00 PM,clear,MORCO VILLE,"Barangay MORCO VILLE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),dry,Evening,134
6/1/2019,6:30:00 PM,rainy,PACDAL,"Barangay PACDAL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),wet,Evening,337
6/1/2019,9:30:00 PM,rainy,SOUTH DRIVE,"Barangay SOUTH DRIVE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,Yes,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Evening,600
6/1/2019,10:00:00 AM,clear,SAN LUIS VILLAGE,"Barangay SAN LUIS VILLAGE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),dry,Morning,580
6/2/2019,5:30:00 PM,clear,BAKAKENG CENTRAL,"Barangay BAKAKENG CENTRAL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),dry,Evening,67
6/3/2019,7:30:00 PM,foggy,LUALHATI,"Barangay LUALHATI, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),damp,Evening,372
7/5/2019,6:00:00 PM,rainy,GIBRALTAR,"Barangay GIBRALTAR, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),wet,Evening,236
6/5/2019,12:30:00 PM,clear,BAKAKENG CENTRAL,"Barangay BAKAKENG CENTRAL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Construction Without Warning Signs,SOLVED (AMICABLY SETTLED),dry,Afternoon,840
6/4/2019,11:00:00 AM,rainy,BAKAKENG CENTRAL,"Barangay BAKAKENG CENTRAL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),wet,Morning,824
6/10/2019,9:00:00 AM,foggy,IRISAN,"Barangay IRISAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),damp,Morning,723
10/29/2019,10:00:00 AM,clear,HAPPY HOLLOW,"Barangay HAPPY HOLLOW, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),dry,Morning,345
6/7/2019,2:30:00 PM,clear,DONTOGAN,"Barangay DONTOGAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),dry,Afternoon,424
6/8/2019,2:30:00 PM,foggy,CAMP 7,"Barangay CAMP 7, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),damp,Afternoon,776
6/8/2019,10:40:00 PM,rainy,ENGINEERS' HILL,"Barangay ENGINEERS' HILL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),wet,Evening,908
6/10/2019,10:00:00 AM,clear,IRISAN,"Barangay IRISAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,No,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),dry,Morning,93
6/10/2019,9:40:00 AM,rainy,PADRE BURGOS,"Barangay PADRE BURGOS, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Human Error,Inattention,SOLVED (FILED-ARRESTED),wet,Morning,190
6/9/2019,4:00:00 AM,foggy,SAN ROQUE VILLAGE,"Barangay SAN ROQUE VILLAGE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),damp,Morning,875
6/10/2019,9:15:00 PM,clear,SAN LUIS VILLAGE,"Barangay SAN LUIS VILLAGE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),dry,Evening,994
6/17/2019,6:00:00 PM,clear,PACDAL,"Barangay PACDAL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),dry,Evening,221
6/12/2019,2:00:00 AM,foggy,BAKAKENG NORTE/SUR,"Barangay BAKAKENG NORTE/SUR, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Traffic Congestion,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),damp,Morning,601
6/14/2019,8:10:00 PM,rainy,BGH COMPOUND,"Barangay BGH COMPOUND, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),wet,Evening,121
6/14/2019,10:40:00 AM,clear,QUEZON HILL PROPER,"Barangay QUEZON HILL PROPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),dry,Morning,621
6/15/2019,11:50:00 AM,rainy,MORCO VILLE,"Barangay MORCO VILLE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),wet,Morning,173
6/17/2019,8:00:00 AM,foggy,ASIN ROAD,"Barangay ASIN ROAD, Baguio City, Benguet, Philippines",School ,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,No,No,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),damp,Morning,584
6/16/2019,5:30:00 PM,clear,SANTO TOMAS PROPER,"Barangay SANTO TOMAS PROPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Construction Without Warning Signs,SOLVED (AMICABLY SETTLED),dry,Evening,593
6/19/2019,7:10:00 PM,clear,SAN VICENTE,"Barangay SAN VICENTE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),dry,Evening,526
6/20/2019,6:40:00 AM,foggy,BAKAKENG NORTE/SUR,"Barangay BAKAKENG NORTE/SUR, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),damp,Morning,825
